Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
5220,Call of Duty: Ghosts,WiiU,2013.0,Shooter,Activision,-0.043596306458499344,-0.11307912246635674,-0.21929890687052456,-0.09659601999558601,-0.11513150798790138
5221,LEGO Racers,PS,1999.0,Racing,LEGO Media,-0.0802043160866225,-0.014471264306992951,-0.25153953697432324,-0.14943725349916465,-0.11513150798790138
5222,NBA 2K12,Wii,2011.0,Sports,Take-Two Interactive,0.041822382673787996,-0.23140855225759321,-0.25153953697432324,-0.14943725349916465,-0.11513150798790138
5223,Teenage Mutant Ninja Turtles: Smash-Up,Wii,2009.0,Fighting,Ubisoft,0.07843039230191118,-0.29057326715321147,-0.25153953697432324,-0.09659601999558601,-0.11513150798790138
5224,Kinectimals: Now with Bears!,X360,2011.0,Misc,Microsoft Game Studios,0.005214373045664872,-0.172243837361975,-0.25153953697432324,-0.09659601999558601,-0.11513150798790138
5225,ESPN NFL Football,XB,2003.0,Sports,Sega,0.005214373045664872,-0.13280069409822948,-0.25153953697432324,-0.2022784870027433,-0.11513150798790138
"5226,ATV/Monster Truck Mayhem,DS,2007,Racing,""Destination Software, Inc"",0.33,0,0,0.02,0.36;",,,,,,,,,,
5227,Naruto: Ultimate Ninja 3 (JP sales),PS2,2005.0,Fighting,Atari,-0.32425771360744354,-0.29057326715321147,0.9091231467624303,-0.255119720506322,-0.11513150798790138
5228,Just Dance 2016,X360,2015.0,Misc,Ubisoft,-0.043596306458499344,-0.09335755083448397,-0.25153953697432324,-0.09659601999558601,-0.11513150798790138
5229,Worms: Open Warfare 2,DS,2007.0,Strategy,THQ,-0.23883902447515618,0.20246602364360727,-0.25153953697432324,-0.04375478649200733,-0.11513150798790138
5230,Rapala Pro Fishing,PS2,2004.0,Sports,Zoo Digital Publishing,-0.10460965583870463,-0.014471264306992951,-0.25153953697432324,0.009086447011571349,-0.11513150798790138
5231,J-League Pro Soccer Club o Tsukurou '04,PS2,2004.0,Sports,Sega,-0.32425771360744354,-0.29057326715321147,0.9091231467624303,-0.255119720506322,-0.11513150798790138
5232,Dark Void,PS3,2010.0,Action,Capcom,-0.10460965583870463,-0.05391440757073848,-0.25153953697432324,0.061927680515149984,-0.11513150798790138
5233,James Bond 007: Legends,PS3,2012.0,Shooter,Activision,-0.190028344970992,0.0446934505886253,-0.25153953697432324,0.1147689140187287,-0.11513150798790138
5234,Dai-2-Ji Super Robot Taisen Z Saisei-hen,PSP,2012.0,Strategy,Namco Bandai Games,-0.32425771360744354,-0.29057326715321147,0.9091231467624303,-0.255119720506322,-0.11513150798790138
5235,WWE '12,Wii,2011.0,Fighting,THQ,-0.03139363658245832,-0.11307912246635674,-0.25153953697432324,-0.09659601999558601,-0.11513150798790138
5236,Disney's The Haunted Mansion,PS2,2003.0,Platform,Take-Two Interactive,-0.10460965583870463,-0.014471264306992951,-0.25153953697432324,0.009086447011571349,-0.11513150798790138
5237,Arc the Lad: Twilight of the Spirits,PS2,2003.0,Role-Playing,Sony Computer Entertainment,-0.10460965583870463,-0.014471264306992951,-0.25153953697432324,0.009086447011571349,-0.11513150798790138
5238,Dance Dance Revolution 3rdMix,PS,2000.0,Simulation,Konami Digital Entertainment,-0.32425771360744354,-0.29057326715321147,0.8124012564510342,-0.14943725349916465,-0.11513150798790138
5239,Ryu Ga Gotoku Kenzan!,PS3,2008.0,Adventure,Sega,-0.32425771360744354,-0.29057326715321147,0.9091231467624303,-0.255119720506322,-0.11513150798790138
5240,U-Sing,Wii,2009.0,Misc,Mindscape,-0.32425771360744354,0.34051702506671655,-0.25153953697432324,-0.09659601999558601,-0.11513150798790138
5241,Super Robot Taisen A,GBA,2001.0,Strategy,Banpresto,-0.32425771360744354,-0.29057326715321147,0.8768825166586316,-0.2022784870027433,-0.11513150798790138
5242,Tomb Raider (2013),PC,,Action,Square Enix,-0.2510416943511972,0.20246602364360727,-0.25153953697432324,0.009086447011571349,-0.11513150798790138
5243,Chicken Shoot,Wii,2007.0,Action,Zoo Digital Publishing,0.07843039230191118,-0.2708516955213387,-0.25153953697432324,-0.14943725349916465,-0.11513150798790138
5244,Company of Heroes 2,PC,2013.0,Strategy,THQ,-0.2510416943511972,0.20246602364360727,-0.25153953697432324,0.009086447011571349,-0.11513150798790138
5245,Defiance,PS3,2013.0,Shooter,Trion Worlds,-0.09240698596266356,-0.07363597920261122,-0.25153953697432324,0.009086447011571349,-0.11513150798790138
5246,We Sing Deutsche Hits,Wii,2011.0,Misc,Nordic Games,-0.32425771360744354,0.3207954534348438,-0.25153953697432324,0.009086447011571349,-0.11513150798790138
5247,Boxer's Road,PS,1995.0,Fighting,New,-0.32425771360744354,-0.29057326715321147,0.8124012564510342,-0.14943725349916465,-0.11513150798790138
5248,Frogs And Flies,2600,1981.0,Action,Mattel Interactive,0.07843039230191118,-0.251130123889466,-0.25153953697432324,-0.255119720506322,-0.11513150798790138
5249,DanceDanceRevolution,Wii,2010.0,Simulation,Konami Digital Entertainment,0.02961971279774693,-0.21168698062572044,-0.25153953697432324,-0.14943725349916465,-0.11513150798790138
5250,Harry Potter and the Chamber of Secrets,XB,2002.0,Action,Electronic Arts,0.005214373045664872,-0.13280069409822948,-0.25153953697432324,-0.2022784870027433,-0.11513150798790138
5251,EA Sports MMA,X360,2010.0,Fighting,Electronic Arts,-0.043596306458499344,-0.09335755083448397,-0.25153953697432324,-0.09659601999558601,-0.11513150798790138
5252,Toriko: Gourmet Survival!,PSP,2011.0,Role-Playing,Namco Bandai Games,-0.32425771360744354,-0.29057326715321147,0.9091231467624303,-0.255119720506322,-0.11513150798790138
5253,South Park Rally,PS,1998.0,Racing,Acclaim Entertainment,-0.0802043160866225,-0.03419283593886572,-0.25153953697432324,-0.14943725349916465,-0.11513150798790138
5254,Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,SNES,1994.0,Platform,Konami Digital Entertainment,-0.32425771360744354,-0.29057326715321147,0.9091231467624303,-0.255119720506322,-0.11513150798790138
5255,Monopoly,PS3,2008.0,Misc,Electronic Arts,-0.019190966706417255,-0.172243837361975,-0.25153953697432324,-0.04375478649200733,-0.11513150798790138
5256,Mega Man Zero Collection,DS,2010.0,Platform,Capcom,-0.06800164621058147,-0.251130123889466,0.10310739416746256,-0.14943725349916465,-0.11513150798790138
5257,Arctic Thunder,PS2,2001.0,Racing,Midway Games,-0.11681232571474566,-0.014471264306992951,-0.25153953697432324,0.009086447011571349,-0.11513150798790138
5258,G-Force,PSP,2009.0,Action,Electronic Arts,-0.03139363658245832,-0.15252226573010222,-0.25153953697432324,0.009086447011571349,-0.11513150798790138
5259,NHL 2K10,PS2,2009.0,Sports,Take-Two Interactive,-0.11681232571474566,-0.014471264306992951,-0.25153953697432324,0.009086447011571349,-0.11513150798790138
5260,Football Manager Handheld 2010,PSP,2009.0,Sports,Sega,-0.32425771360744354,0.22218759527548004,-0.25153953697432324,0.22045138102588596,-0.11513150798790138
5261,J-League Pro Soccer Club o Tsukurou!,DC,1999.0,Sports,Sega,-0.32425771360744354,-0.29057326715321147,0.9091231467624303,-0.255119720506322,-0.11513150798790138
5262,Wonder Pets! Save the Animals!,DS,2008.0,Adventure,Take-Two Interactive,0.07843039230191118,-0.29057326715321147,-0.25153953697432324,-0.14943725349916465,-0.11513150798790138
5263,Formula 1 Championship Edition,PS,1997.0,Racing,Psygnosis,-0.2510416943511972,-0.21168698062572044,0.48999495541304705,-0.14943725349916465,-0.11513150798790138
5264,Shrek,XB,2001.0,Platform,TDK Mediactive,-0.019190966706417255,-0.09335755083448397,-0.25153953697432324,-0.2022784870027433,-0.11513150798790138
5265,CSI: Deadly Intent - The Hidden Cases,DS,2009.0,Adventure,Ubisoft,-0.12901499559078672,0.024971878956752527,-0.25153953697432324,-0.04375478649200733,-0.12154036715354544
5266,SOCOM: Tactical Strike,PSP,2007.0,Shooter,Sony Computer Entertainment,0.06622772242587012,-0.2708516955213387,-0.25153953697432324,-0.09659601999558601,-0.12154036715354544
5267,Blasto,PS,1998.0,Action,Sony Computer Entertainment,-0.0802043160866225,-0.03419283593886572,-0.25153953697432324,-0.14943725349916465,-0.12154036715354544
5268,Trauma Center: Second Opinion,Wii,2006.0,Simulation,Nintendo,0.017417042921705934,-0.251130123889466,-0.1548176466629271,-0.09659601999558601,-0.12154036715354544
5269,Backyard Baseball 2006,GBA,2005.0,Sports,Atari,-0.019190966706417255,-0.11307912246635674,-0.25153953697432324,-0.2022784870027433,-0.12154036715354544
5270,Dark Souls III,XOne,2016.0,Role-Playing,Namco Bandai Games,-0.043596306458499344,-0.11307912246635674,-0.25153953697432324,-0.09659601999558601,-0.12154036715354544
5271,Cabela's Outdoor Adventures (2006),PS2,2005.0,Sports,Zoo Digital Publishing,-0.11681232571474566,-0.014471264306992951,-0.25153953697432324,0.009086447011571349,-0.12154036715354544
5272,Nicktoons: Unite!,GC,2005.0,Adventure,THQ,0.005214373045664872,-0.15252226573010222,-0.25153953697432324,-0.2022784870027433,-0.12154036715354544
5273,Suikoden V,PS2,2006.0,Role-Playing,Konami Digital Entertainment,-0.22663635459911513,-0.172243837361975,0.36103243499785226,-0.14943725349916465,-0.12154036715354544
5274,Picross 2,GB,1996.0,Puzzle,Nintendo,-0.32425771360744354,-0.29057326715321147,0.8768825166586316,-0.255119720506322,-0.12154036715354544
5275,Remember Me,PS3,2013.0,Action,Capcom,-0.202231014847033,0.06441502222049801,-0.25153953697432324,0.1147689140187287,-0.12154036715354544
5276,Battalion Wars 2,Wii,2007.0,Strategy,Nintendo,-0.05579897633454041,-0.23140855225759321,0.00638550385606644,-0.14943725349916465,-0.12154036715354544
5277,Outlaw Golf 2,PS2,2004.0,Sports,Global Star,-0.11681232571474566,-0.014471264306992951,-0.25153953697432324,0.009086447011571349,-0.12154036715354544
5278,SpongeBob's Boating Bash,Wii,2010.0,Misc,THQ,-0.019190966706417255,-0.15252226573010222,-0.25153953697432324,-0.09659601999558601,-0.12154036715354544
5279,Sentouchu: Densetsu no Shinobi to Survival Battle!,3DS,2013.0,Action,Namco Bandai Games,-0.32425771360744354,-0.29057326715321147,0.8768825166586316,-0.255119720506322,-0.12154036715354544
5280,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,PS3,2010.0,Sports,Sega,-0.21443368472307409,0.10385816548424354,-0.25153953697432324,0.1147689140187287,-0.12154036715354544
5281,Momotarou Dentetsu 12,PS2,2003.0,Misc,Hudson Soft,-0.32425771360744354,-0.29057326715321147,0.8768825166586316,-0.255119720506322,-0.12154036715354544
5282,Mini Ninjas,PS3,2009.0,Action,Eidos Interactive,-0.1534203353428688,0.024971878956752527,-0.25153953697432324,0.061927680515149984,-0.12154036715354544
5283,Tekken Tag Tournament 2,X360,2012.0,Fighting,Namco Bandai Games,-0.09240698596266356,-0.05391440757073848,-0.21929890687052456,-0.09659601999558601,-0.12154036715354544
5284,Batman: Rise of Sin Tzu,PS2,2003.0,Action,Ubisoft,-0.11681232571474566,-0.03419283593886572,-0.25153953697432324,0.009086447011571349,-0.12154036715354544
5285,Disney's Tarzan: Return to the Jungle,GBA,2002.0,Action,Activision,-0.019190966706417255,-0.11307912246635674,-0.25153953697432324,-0.2022784870027433,-0.12154036715354544
5286,Cabela's Dangerous Hunts,XB,2003.0,Sports,Zoo Digital Publishing,-0.006988296830376191,-0.13280069409822948,-0.25153953697432324,-0.2022784870027433,-0.12154036715354544
5287,Terminator Salvation,X360,2009.0,Shooter,Warner Bros. Interactive Entertainment,-0.16562300521890988,0.06441502222049801,-0.25153953697432324,-0.04375478649200733,-0.12154036715354544
5288,Jikkyou Powerful Pro Yakyuu 13,PS2,2006.0,Sports,Konami Digital Entertainment,-0.32425771360744354,-0.29057326715321147,0.8768825166586316,-0.255119720506322,-0.12154036715354544
5289,Fossil Fighters: Frontier,3DS,2014.0,Role-Playing,Nintendo,-0.22663635459911513,-0.21168698062572044,0.48999495541304705,-0.2022784870027433,-0.12154036715354544
5290,Star Fox: Zero,WiiU,2016.0,Shooter,Nintendo,-0.12901499559078672,-0.09335755083448397,-0.025855126247732254,-0.09659601999558601,-0.12154036715354544
5291,Mega Man X3,SNES,1995.0,Action,Laguna,-0.27544703410327936,-0.2708516955213387,0.715679366139638,-0.255119720506322,-0.12154036715354544
5292,Mini Ninjas,DS,2009.0,Action,Eidos Interactive,-0.11681232571474566,0.005250307324879761,-0.25153953697432324,-0.04375478649200733,-0.12154036715354544
5293,Stunt Race FX,SNES,1993.0,Racing,Nintendo,-0.32425771360744354,-0.29057326715321147,0.8768825166586316,-0.255119720506322,-0.12154036715354544
5294,Bloody Roar 3,PS2,2001.0,Fighting,Virgin Interactive,-0.1412176654668278,-0.07363597920261122,-0.09033638645532968,-0.04375478649200733,-0.12154036715354544
5295,WWE Crush Hour,PS2,2003.0,Racing,THQ,-0.11681232571474566,-0.03419283593886572,-0.25153953697432324,-0.04375478649200733,-0.12154036715354544
5296,Persona 2: Eternal Punishment,PS,2000.0,Role-Playing,Atlus,-0.2876497039793204,-0.251130123889466,0.6511981059320407,-0.14943725349916465,-0.12154036715354544
5297,Star Wars: Flight of the Falcon,GBA,2003.0,Action,THQ,-0.019190966706417255,-0.11307912246635674,-0.25153953697432324,-0.2022784870027433,-0.12154036715354544
5298,One Piece: Gigant Battle 2 Shin Sekai,DS,2011.0,Fighting,Namco Bandai Games,-0.32425771360744354,-0.29057326715321147,0.8768825166586316,-0.255119720506322,-0.12154036715354544
5299,Pac-Man All-Stars,PS3,2011.0,Fighting,Namco Bandai Games,-0.0802043160866225,-0.13280069409822948,-0.1225770165591284,-0.04375478649200733,-0.12154036715354544
5300,Def Jam Rapstar,Wii,2010.0,Misc,Konami Digital Entertainment,0.054025052549829054,-0.251130123889466,-0.25153953697432324,-0.14943725349916465,-0.12154036715354544
5301,SimCity Creator,DS,2008.0,Simulation,Electronic Arts,0.041822382673787996,-0.23140855225759321,-0.25153953697432324,-0.09659601999558601,-0.12154036715354544
5302,Hannah Montana: The Movie,Wii,2009.0,Adventure,Disney Interactive Studios,-0.16562300521890988,0.06441502222049801,-0.25153953697432324,-0.04375478649200733,-0.12154036715354544
5303,Angry Birds Star Wars,Wii,2013.0,Strategy,Activision,-0.06800164621058147,-0.09335755083448397,-0.25153953697432324,-0.09659601999558601,-0.12154036715354544
5304,Dragon Ball Z: Budokai Tenkaichi 2 (JP sales),Wii,,Action,,-0.1412176654668278,-0.19196540899384773,0.19982928447885873,-0.2022784870027433,-0.12154036715354544
5305,Mega Man ZX Advent,DS,2007.0,Platform,Capcom,-0.043596306458499344,-0.29057326715321147,0.03862613395986513,-0.14943725349916465,-0.12154036715354544
5306,Jikkyou Powerful Pro Yakyuu 2000,N64,2000.0,Sports,Konami Digital Entertainment,-0.32425771360744354,-0.29057326715321147,0.6834387360358393,0.061927680515149984,-0.12154036715354544
5307,Sniper: Ghost Warrior 2,PS3,2013.0,Shooter,City Interactive,-0.2632443642272383,0.08413659385237078,-0.1548176466629271,0.1147689140187287,-0.12154036715354544
5308,Racquet Sports,PS3,2010.0,Sports,Ubisoft,-0.190028344970992,0.0446934505886253,-0.25153953697432324,0.061927680515149984,-0.12154036715354544
5309,Harry Potter and the Deathly Hallows - Part 2,Wii,2011.0,Action,Electronic Arts,-0.10460965583870463,-0.014471264306992951,-0.25153953697432324,-0.09659601999558601,-0.12154036715354544
5310,Supreme Commander 2,X360,2010.0,Strategy,Square Enix,-0.043596306458499344,-0.09335755083448397,-0.25153953697432324,-0.09659601999558601,-0.12154036715354544
5311,Resident Evil: Dead Aim,PS2,2003.0,Action,Capcom,-0.11681232571474566,-0.03419283593886572,-0.25153953697432324,-0.04375478649200733,-0.12154036715354544
5312,Need for Speed Carbon,GC,2006.0,Racing,Electronic Arts,0.005214373045664872,-0.15252226573010222,-0.25153953697432324,-0.2022784870027433,-0.12154036715354544
5313,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GBA,2003.0,Action,THQ,-0.019190966706417255,-0.11307912246635674,-0.25153953697432324,-0.2022784870027433,-0.12154036715354544
5314,SpongeBob SquarePants: The Yellow Avenger,DS,2005.0,Action,THQ,0.06622772242587012,-0.29057326715321147,-0.25153953697432324,-0.14943725349916465,-0.12154036715354544
5315,The Fairly Odd Parents: Shadow Showdown,PS2,2004.0,Platform,THQ,-0.11681232571474566,-0.03419283593886572,-0.25153953697432324,-0.04375478649200733,-0.12154036715354544
5316,Saban's Power Rangers: Lightspeed Rescue,PS,2000.0,Action,THQ,-0.09240698596266356,-0.03419283593886572,-0.25153953697432324,-0.14943725349916465,-0.12154036715354544
5317,Xbox Music Mixer,XB,2003.0,Misc,Microsoft Game Studios,-0.006988296830376191,-0.13280069409822948,-0.25153953697432324,-0.2022784870027433,-0.12154036715354544
5318,WWE All Stars,X360,2011.0,Fighting,THQ,-0.10460965583870463,-0.014471264306992951,-0.25153953697432324,-0.09659601999558601,-0.12154036715354544
5319,The Shoot,PS3,2010.0,Shooter,Sony Computer Entertainment,-0.16562300521890988,0.024971878956752527,-0.21929890687052456,0.061927680515149984,-0.12154036715354544
5320,College Hoops 2K8,PS2,2007.0,Sports,Take-Two Interactive,-0.11681232571474566,-0.03419283593886572,-0.25153953697432324,-0.04375478649200733,-0.12154036715354544
5321,Guitar Hero: Metallica,PS2,2009.0,Misc,Activision,-0.11681232571474566,-0.03419283593886572,-0.25153953697432324,-0.04375478649200733,-0.12154036715354544
5322,Guilty Gear X2,PS2,2002.0,Fighting,Sammy Corporation,-0.21443368472307409,-0.15252226573010222,0.2643105446864561,-0.14943725349916465,-0.12154036715354544
5323,MotoGP 08,X360,2008.0,Racing,Capcom,-0.190028344970992,0.10385816548424354,-0.25153953697432324,-0.04375478649200733,-0.12154036715354544
5324,Yu-Gi-Oh! 5D's Tag Force 5,PSP,2010.0,Strategy,Konami Digital Entertainment,-0.16562300521890988,-0.19196540899384773,0.19982928447885873,-0.09659601999558601,-0.12154036715354544
5325,Enemy Territory: Quake Wars,PS3,2008.0,Shooter,Activision,-0.043596306458499344,-0.15252226573010222,-0.25153953697432324,-0.04375478649200733,-0.12154036715354544
5326,Tom Clancy's Rainbow Six: Lockdown,PS2,2005.0,Shooter,Ubisoft,-0.11681232571474566,-0.03419283593886572,-0.25153953697432324,-0.04375478649200733,-0.12154036715354544
5327,From TV Animation One Piece: Tobidase Kaizokudan!,PS,2001.0,Role-Playing,Namco Bandai Games,-0.32425771360744354,-0.29057326715321147,0.7801606263472355,-0.14943725349916465,-0.12154036715354544
5328,The Tale of Despereaux,PS2,2008.0,Platform,Brash Entertainment,-0.11681232571474566,-0.03419283593886572,-0.25153953697432324,-0.04375478649200733,-0.12154036715354544
5329,Aggressive Inline,PS2,2002.0,Sports,Acclaim Entertainment,-0.11681232571474566,-0.03419283593886572,-0.25153953697432324,-0.04375478649200733,-0.12154036715354544
5330,Karaoke Revolution,PS2,2003.0,Misc,Konami Digital Entertainment,-0.11681232571474566,-0.03419283593886572,-0.25153953697432324,-0.04375478649200733,-0.12154036715354544
